player_id,year,"last_name, first_name",kmeans_quality_cluster,quality_archetype,impact_cluster,impact_archetype
592314,2021,"Foltynewicz, Mike",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592332,2019,"Gausman, Kevin",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592332,2020,"Gausman, Kevin",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592332,2021,"Gausman, Kevin",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592332,2022,"Gausman, Kevin",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592332,2023,"Gausman, Kevin",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592332,2024,"Gausman, Kevin",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592332,2025,"Gausman, Kevin",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592346,2019,"González, Chi Chi",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592346,2020,"González, Chi Chi",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
592346,2021,"González, Chi Chi",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592351,2019,"Gray, Jon",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592351,2020,"Gray, Jon",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
592351,2021,"Gray, Jon",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592351,2022,"Gray, Jon",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592351,2023,"Gray, Jon",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592351,2024,"Gray, Jon",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592390,2019,"Hembree, Heath",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
592390,2020,"Hembree, Heath",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592390,2021,"Hembree, Heath",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
592426,2019,"Jackson, Luke",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
592426,2020,"Jackson, Luke",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592426,2021,"Jackson, Luke",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592426,2024,"Jackson, Luke",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
592454,2019,"Kahnle, Tommy",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
592454,2023,"Kahnle, Tommy",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592454,2024,"Kahnle, Tommy",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
592454,2025,"Kahnle, Tommy",4,Poor Changeup Group (Bad CH),2,Balanced Positive Arsenal (Mild Impact Gains)
592473,2019,"Kolarek, Adam",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
592473,2020,"Kolarek, Adam",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
592612,2019,"Osich, Josh",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592644,2019,"Plutko, Adam",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592644,2020,"Plutko, Adam",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592644,2021,"Plutko, Adam",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592662,2019,"Ray, Robbie",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592662,2020,"Ray, Robbie",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592662,2021,"Ray, Robbie",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
592662,2022,"Ray, Robbie",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
592662,2025,"Ray, Robbie",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
592716,2019,"Sampson, Adrian",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
592716,2022,"Sampson, Adrian",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
592717,2019,"Sanchez, Aaron",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592717,2022,"Sanchez, Aaron",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592741,2020,"Shreve, Chasen",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592761,2019,"Smith, Caleb",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592761,2021,"Smith, Caleb",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592761,2022,"Smith, Caleb",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592767,2019,"Smyly, Drew",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
592767,2020,"Smyly, Drew",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592767,2021,"Smyly, Drew",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
592767,2022,"Smyly, Drew",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592767,2023,"Smyly, Drew",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
592767,2024,"Smyly, Drew",1,League-Average Pitch Quality,1,Sinker Liability Pitchers (Sinker Gets Crushed)
592773,2019,"Stanek, Ryne",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592773,2021,"Stanek, Ryne",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592773,2022,"Stanek, Ryne",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592773,2023,"Stanek, Ryne",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
592773,2024,"Stanek, Ryne",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592773,2025,"Stanek, Ryne",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592789,2019,"Syndergaard, Noah",7,Slider Aces (Elite SL),2,Balanced Positive Arsenal (Mild Impact Gains)
592789,2022,"Syndergaard, Noah",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592791,2021,"Taillon, Jameson",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
592791,2022,"Taillon, Jameson",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
592791,2023,"Taillon, Jameson",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592791,2024,"Taillon, Jameson",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592791,2025,"Taillon, Jameson",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592826,2019,"Velasquez, Vince",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
592826,2020,"Velasquez, Vince",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592826,2021,"Velasquez, Vince",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592826,2022,"Velasquez, Vince",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592836,2020,"Walker, Taijuan",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
592836,2021,"Walker, Taijuan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592836,2022,"Walker, Taijuan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592836,2023,"Walker, Taijuan",3,Weak Fastball Group (Bad FF),2,Balanced Positive Arsenal (Mild Impact Gains)
592836,2025,"Walker, Taijuan",9,Cutter Aces (Elite FC),2,Balanced Positive Arsenal (Mild Impact Gains)
592858,2020,"Wick, Rowan",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592858,2022,"Wick, Rowan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592866,2019,"Williams, Trevor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592866,2020,"Williams, Trevor",4,Poor Changeup Group (Bad CH),2,Balanced Positive Arsenal (Mild Impact Gains)
592866,2021,"Williams, Trevor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592866,2022,"Williams, Trevor",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
592866,2023,"Williams, Trevor",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
592866,2025,"Williams, Trevor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
592879,2019,"Wojciechowski, Asher",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
592879,2020,"Wojciechowski, Asher",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
593140,2019,"Feliz, Michael",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
593144,2019,"Rodríguez, Richard",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593144,2020,"Rodríguez, Richard",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
593144,2021,"Rodríguez, Richard",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593334,2019,"Germán, Domingo",4,Poor Changeup Group (Bad CH),2,Balanced Positive Arsenal (Mild Impact Gains)
593334,2021,"Germán, Domingo",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
593334,2023,"Germán, Domingo",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
593423,2019,"Montas, Frankie",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593423,2020,"Montas, Frankie",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
593423,2021,"Montas, Frankie",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593423,2022,"Montas, Frankie",5,Sinkers Get Hit (Bad SI),2,Balanced Positive Arsenal (Mild Impact Gains)
593423,2024,"Montas, Frankie",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593576,2019,"Neris, Héctor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593576,2020,"Neris, Héctor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593576,2021,"Neris, Héctor",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
593576,2022,"Neris, Héctor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593576,2023,"Neris, Héctor",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
593576,2024,"Neris, Héctor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593679,2019,"Ynoa, Gabriel",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
593833,2019,"Suero, Wander",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593833,2020,"Suero, Wander",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593833,2021,"Suero, Wander",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593958,2019,"Rodriguez, Eduardo",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
593958,2021,"Rodriguez, Eduardo",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
593958,2022,"Rodriguez, Eduardo",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593958,2023,"Rodriguez, Eduardo",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
593958,2025,"Rodriguez, Eduardo",4,Poor Changeup Group (Bad CH),2,Balanced Positive Arsenal (Mild Impact Gains)
593974,2020,"Peralta, Wandy",7,Slider Aces (Elite SL),2,Balanced Positive Arsenal (Mild Impact Gains)
593974,2025,"Peralta, Wandy",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
594027,2019,"Guerrero, Tayron",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
594577,2020,"Mayers, Mike",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
594577,2021,"Mayers, Mike",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
594577,2022,"Mayers, Mike",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
594580,2022,"Moll, Sam",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
594795,2020,"Dayton, Grant",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
594798,2019,"deGrom, Jacob",8,Changeup Specialists (Elite CH),5,Four-Seam Aces (Elite FF Impact)
594798,2020,"deGrom, Jacob",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
594798,2021,"deGrom, Jacob",7,Slider Aces (Elite SL),5,Four-Seam Aces (Elite FF Impact)
594798,2022,"deGrom, Jacob",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
594798,2025,"deGrom, Jacob",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
594835,2019,"Gonzales, Marco",9,Cutter Aces (Elite FC),2,Balanced Positive Arsenal (Mild Impact Gains)
594835,2020,"Gonzales, Marco",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
594835,2021,"Gonzales, Marco",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
594835,2022,"Gonzales, Marco",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
594840,2019,"Grace, Matt",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
594902,2023,"Lively, Ben",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
594902,2024,"Lively, Ben",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
594965,2019,"Ponce de Leon, Daniel",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
594965,2020,"Ponce de Leon, Daniel",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
594965,2021,"Ponce de Leon, Daniel",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
595014,2019,"Treinen, Blake",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
595014,2020,"Treinen, Blake",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
595345,2022,"Okert, Steven",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
595345,2023,"Okert, Steven",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
595345,2025,"Okert, Steven",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
595465,2020,"Winkler, Dan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
595465,2021,"Winkler, Dan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
595881,2019,"Beede, Tyler",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
595918,2020,"Cole, A.J.",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
595928,2020,"Curtiss, John",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
596001,2019,"Junis, Jakob",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
596001,2020,"Junis, Jakob",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
596001,2022,"Junis, Jakob",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596001,2023,"Junis, Jakob",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596001,2024,"Junis, Jakob",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596001,2025,"Junis, Jakob",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596057,2019,"Norris, Daniel",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
596057,2020,"Norris, Daniel",8,Changeup Specialists (Elite CH),0,FF Liability Pitchers (Bad Fastball Impact)
596057,2021,"Norris, Daniel",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596071,2019,"Peters, Dillon",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
596112,2019,"Stephenson, Robert",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
596112,2022,"Stephenson, Robert",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
596133,2019,"Weaver, Luke",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596133,2020,"Weaver, Luke",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596133,2021,"Weaver, Luke",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596133,2022,"Weaver, Luke",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
596133,2023,"Weaver, Luke",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596133,2024,"Weaver, Luke",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596133,2025,"Weaver, Luke",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
596295,2020,"Gomber, Austin",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
596295,2021,"Gomber, Austin",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
596295,2022,"Gomber, Austin",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
596295,2023,"Gomber, Austin",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
596295,2024,"Gomber, Austin",6,Weak Breaking Ball Group (Bad SL),0,FF Liability Pitchers (Bad Fastball Impact)
596720,2020,"Neverauskas, Dovydas",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
598264,2019,"Barnes, Matt",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
598264,2020,"Barnes, Matt",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
598264,2021,"Barnes, Matt",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
598286,2019,"Ramirez, Nick",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
598287,2019,"Ramirez, Noé",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
600917,2019,"Leclerc, José",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
600917,2024,"Leclerc, José",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
601713,2019,"Pivetta, Nick",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
601713,2021,"Pivetta, Nick",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
601713,2022,"Pivetta, Nick",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
601713,2023,"Pivetta, Nick",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
601713,2024,"Pivetta, Nick",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
601713,2025,"Pivetta, Nick",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605121,2019,"Anderson, Justin",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605121,2024,"Anderson, Justin",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
605130,2019,"Barlow, Scott",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605130,2020,"Barlow, Scott",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
605130,2021,"Barlow, Scott",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605130,2022,"Barlow, Scott",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605130,2024,"Barlow, Scott",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605135,2019,"Bassitt, Chris",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
605135,2020,"Bassitt, Chris",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
605135,2021,"Bassitt, Chris",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
605135,2022,"Bassitt, Chris",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605135,2023,"Bassitt, Chris",0,Fastball Generalists (Good FF + Good SI),2,Balanced Positive Arsenal (Mild Impact Gains)
605135,2024,"Bassitt, Chris",9,Cutter Aces (Elite FC),2,Balanced Positive Arsenal (Mild Impact Gains)
605135,2025,"Bassitt, Chris",9,Cutter Aces (Elite FC),2,Balanced Positive Arsenal (Mild Impact Gains)
605138,2020,"Benjamin, Wes",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
605151,2019,"Bradley, Archie",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605151,2020,"Bradley, Archie",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605151,2021,"Bradley, Archie",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605154,2019,"Brebbia, John",7,Slider Aces (Elite SL),5,Four-Seam Aces (Elite FF Impact)
605154,2022,"Brebbia, John",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
605154,2024,"Brebbia, John",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
605155,2019,"Brewer, Colten",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605155,2020,"Brewer, Colten",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605156,2019,"Brooks, Aaron",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
605164,2019,"Bundy, Dylan",7,Slider Aces (Elite SL),0,FF Liability Pitchers (Bad Fastball Impact)
605164,2020,"Bundy, Dylan",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
605164,2021,"Bundy, Dylan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605164,2022,"Bundy, Dylan",4,Poor Changeup Group (Bad CH),2,Balanced Positive Arsenal (Mild Impact Gains)
605177,2021,"Chafin, Andrew",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
605177,2024,"Chafin, Andrew",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
605182,2019,"Clevinger, Mike",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
605182,2020,"Clevinger, Mike",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
605182,2022,"Clevinger, Mike",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
605182,2023,"Clevinger, Mike",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605195,2019,"Crick, Kyle",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
605200,2019,"Davies, Zach",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605200,2020,"Davies, Zach",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
605200,2021,"Davies, Zach",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
605200,2022,"Davies, Zach",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
605200,2023,"Davies, Zach",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
605218,2022,"Edwards Jr., Carl",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
605240,2019,"Fry, Jace",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605242,2020,"Fulmer, Michael",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
605242,2021,"Fulmer, Michael",9,Cutter Aces (Elite FC),2,Balanced Positive Arsenal (Mild Impact Gains)
605242,2022,"Fulmer, Michael",9,Cutter Aces (Elite FC),2,Balanced Positive Arsenal (Mild Impact Gains)
605276,2019,"Hess, David",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
605280,2019,"Holmes, Clay",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605280,2021,"Holmes, Clay",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
605280,2022,"Holmes, Clay",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
605280,2023,"Holmes, Clay",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
605280,2024,"Holmes, Clay",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605280,2025,"Holmes, Clay",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
605288,2019,"Houser, Adrian",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
605288,2020,"Houser, Adrian",0,Fastball Generalists (Good FF + Good SI),2,Balanced Positive Arsenal (Mild Impact Gains)
605288,2021,"Houser, Adrian",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
605288,2022,"Houser, Adrian",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
