"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Gaddis, Hunter",683769,"CLE","FF","4-Seam Fastball",0,0,"273",39.9,"75","0.302","0.476","0.386",15.5,8,9,"0.289","0.446","0.357",40.7
"Luzardo, Jesús",666200,"MIA","SI","Sinker",-0.8,-2,"253",8.5,"75","0.3","0.529","0.376",11,4,7.3,"0.32","0.511","0.378",40.3
"Adams, Austin",613534,"AZ","SL","Slider",1.4,4,"325",89.8,"75","0.231","0.246","0.278",30.1,29.3,20.2,"0.186","0.247","0.255",32.6
"Maton, Phil",664208,"HOU","FC","Cutter",0.2,1,"334",32.1,"75","0.226","0.387","0.337",32.3,22.7,23.6,"0.243","0.396","0.345",35.6
"Wright, Kyle",657140,"ATL","CU","Curveball",0.9,2,"272",47.3,"75","0.162","0.382","0.288",32.1,30.7,24.2,"0.222","0.387","0.293",39.1
"Martinez, Seth",661527,"HOU","FF","4-Seam Fastball",-0.4,-1,"306",40.1,"75","0.323","0.516","0.419",20,22.7,17,"0.319","0.545","0.423",57.8
"Frías, Luis",666818,"AZ","FC","Cutter",0.1,0,"257",47.7,"75","0.254","0.373","0.317",30.9,20,22.4,"0.261","0.375","0.319",26.9
"Abreu, Albert",656061,"NYY","SL","Slider",1.1,3,"293",28.1,"75","0.109","0.219","0.214",39.4,32,24.7,"0.172","0.301","0.268",34.1
"Armstrong, Shawn",542888,"TB","FC","Cutter",2.2,6,"300",37.6,"75","0.191","0.294","0.255",29,17.3,26,"0.232","0.358","0.292",34.5
"Henry, Tommy",674072,"AZ","CH","Changeup",-0.3,-1,"268",19.3,"75","0.278","0.444","0.325",33.1,16,16.4,"0.26","0.382","0.293",33.3
"Clarke, Taylor",664199,"KC","FF","4-Seam Fastball",-1.8,-6,"309",28.9,"75","0.359","0.609","0.428",15.5,21.3,15.2,"0.338","0.676","0.457",54.9
"Wentz, Joey",666214,"DET","CU","Curveball",-0.9,-3,"305",15.8,"75","0.247","0.356","0.285",29.2,33.3,18.9,"0.221","0.292","0.233",20.8
"Lambert, Peter",663567,"COL","SL","Slider",-1,-3,"307",21.2,"75","0.304","0.522","0.38",21.4,17.3,20.6,"0.276","0.484","0.352",39.3
"Domínguez, Seranthony",622554,"PHI","SI","Sinker",-0.3,-1,"257",29.9,"74","0.308","0.415","0.378",11.8,5.4,8.7,"0.313","0.509","0.391",37.1
"Medina, Luis",665622,"OAK","SI","Sinker",-0.4,-1,"280",14.4,"74","0.308","0.4","0.375",13.8,9.5,14,"0.299","0.391","0.35",36.2
"Severino, Luis",622663,"NYY","SL","Slider",-2.5,-7,"291",17.8,"74","0.304","0.565","0.416",24.8,20.3,13,"0.303","0.541","0.38",33.3
"Thompson, Zack",668868,"STL","CU","Curveball",0.9,3,"319",27.3,"74","0.185","0.246","0.244",22.9,29.7,19.6,"0.19","0.246","0.251",25
"Fulmer, Michael",605242,"CHC","ST","Sweeper",1.5,4,"290",30.5,"74","0.183","0.225","0.201",48.5,48.6,26.9,"0.156","0.178","0.169",11.4
"Carasiti, Matt",571539,"COL","SI","Sinker",0.1,0,"264",64.2,"74","0.274","0.403","0.36",15.3,10.8,15.4,"0.276","0.417","0.374",38.2
"Gray, Sonny",543243,"MIN","FC","Cutter",1.4,5,"369",13.1,"74","0.265","0.368","0.297",27.8,12.2,25.7,"0.306","0.459","0.344",40.3
"Hand, Brad",543272,"ATL","FF","4-Seam Fastball",0.1,0,"314",32.4,"74","0.281","0.456","0.366",16.9,21.6,19.8,"0.253","0.406","0.349",36.2
"Anderson, Grant",681982,"TEX","SL","Slider",0.8,3,"298",49.8,"74","0.246","0.348","0.288",20,14.9,14.7,"0.207","0.33","0.26",25.9
"Farmer, Buck",571656,"CIN","CH","Changeup",-1.1,-3,"282",23.1,"74","0.222","0.429","0.342",32.4,21.6,19.8,"0.206","0.391","0.318",31.9
"Lange, Alex",656638,"DET","SI","Sinker",-0.7,-2,"306",26.7,"74","0.232","0.446","0.38",11.6,9.5,17.9,"0.317","0.492","0.422",52.9
"Milner, Hoby",571948,"MIL","ST","Sweeper",1.7,6,"340",33.1,"74","0.145","0.217","0.203",22.4,29.7,19.6,"0.15","0.228","0.206",38.3
"Chapman, Aroldis",547973,"TEX","SI","Sinker",3.3,6,"166",16.5,"74","0.095","0.149","0.105",43.9,74.3,37.9,"0.109","0.184","0.125",63.2
"Payamps, Joel",606303,"MIL","SI","Sinker",0.9,2,"269",24,"74","0.294","0.485","0.36",19.4,13.5,26.3,"0.322","0.513","0.378",30.5
"Freeland, Kyle",607536,"COL","CH","Changeup",-3.1,-9,"299",12.4,"74","0.443","0.686","0.497",14.1,2.7,5,"0.432","0.757","0.512",48.5
"Davis, Noah",663562,"COL","SI","Sinker",-2,-6,"302",50.2,"74","0.391","0.578","0.457",12.3,12.2,12.3,"0.302","0.421","0.363",40
"Toussaint, Touki",657053,"CWS","FS","Split-Finger",-0.5,-1,"300",18.8,"74","0.188","0.348","0.272",32.4,28.4,19.4,"0.245","0.414","0.308",41.7
"Leone, Dominic",608678,"SEA","FC","Cutter",-0.2,0,"279",31.5,"74","0.318","0.485","0.375",27.1,13.5,19.6,"0.299","0.437","0.358",40.4
"Gilbert, Logan",669302,"SEA","CU","Curveball",0.3,1,"392",13.4,"73","0.214","0.371","0.274",31.2,17.8,14.6,"0.289","0.465","0.332",36.2
"Abbott, Andrew",671096,"CIN","ST","Sweeper",1.4,5,"313",16.5,"73","0.174","0.304","0.221",29.6,27.4,17.9,"0.145","0.231","0.18",26
"Adam, Jason",592094,"TB","FF","4-Seam Fastball",0.2,1,"303",33.4,"73","0.246","0.541","0.389",33.5,30.1,22.7,"0.247","0.561","0.395",61.5
"Moll, Sam",594580,"CIN","FF","4-Seam Fastball",0.7,2,"265",25.9,"73","0.188","0.281","0.274",23.4,32.9,20.2,"0.2","0.258","0.255",34.1
"Thompson, Ryan",657044,"AZ","SI","Sinker",2.5,7,"267",60.1,"73","0.239","0.358","0.288",10.4,9.6,18.4,"0.222","0.365","0.281",36.1
"Yarbrough, Ryan",642232,"LAD","CH","Changeup",-2.7,-7,"259",18.2,"73","0.329","0.6","0.419",27.9,8.2,6.3,"0.346","0.619","0.42",26.6
"Brasier, Ryan",518489,"LAD","FF","4-Seam Fastball",-0.5,-2,"325",36,"73","0.297","0.469","0.392",24.5,27.4,16.8,"0.262","0.442","0.348",47.7
"Williams, Devin",642207,"MIL","FF","4-Seam Fastball",1.2,5,"370",39,"73","0.177","0.274","0.271",41.8,41.1,31.3,"0.199","0.344","0.299",46.9
"Cueto, Johnny",456501,"MIA","FF","4-Seam Fastball",-0.8,-2,"297",34.5,"73","0.239","0.522","0.34",24.5,24.7,14.8,"0.223","0.486","0.325",46
"Chapman, Aroldis",547973,"TEX","SL","Slider",0.6,2,"292",29,"72","0.193","0.263","0.333",46.6,34.7,39.1,"0.183","0.266","0.3",27.3
"Brigham, Jeff",656257,"NYM","ST","Sweeper",1.5,4,"287",42.2,"72","0.143","0.333","0.26",30.2,27.8,19.2,"0.177","0.319","0.27",20.9
"Pressly, Ryan",519151,"HOU","CU","Curveball",0.2,1,"272",26.6,"72","0.219","0.391","0.333",44.7,36.1,32.1,"0.205","0.42","0.309",55.3
"Brazobán, Huascar",623211,"MIA","CH","Changeup",1.7,5,"287",28.4,"72","0.159","0.19","0.225",40.6,34.7,21.6,"0.15","0.184","0.215",21.1
"Ort, Kaleb",672391,"BOS","FF","4-Seam Fastball",-0.4,-1,"276",71.5,"72","0.25","0.483","0.389",17,19.4,21.5,"0.219","0.46","0.327",44
"Anderson, Nick",623433,"ATL","FF","4-Seam Fastball",0,0,"229",41.8,"72","0.284","0.448","0.346",18.9,25,21.2,"0.288","0.518","0.365",55.1
"Englert, Mason",669438,"DET","FF","4-Seam Fastball",-1.6,-5,"290",30.3,"72","0.284","0.672","0.43",10.2,9.7,9.2,"0.327","0.733","0.458",51.7
"Hernández, Jonathan",642546,"TEX","SI","Sinker",-1.9,-5,"257",46.5,"72","0.35","0.6","0.434",13.6,15.3,18.6,"0.32","0.62","0.443",51
"Gallen, Zac",668678,"AZ","FC","Cutter",-2.9,-9,"298",9.2,"72","0.357","0.657","0.438",20.6,11.1,17.4,"0.34","0.597","0.405",33.9
"Kluber, Corey",446372,"BOS","FC","Cutter",-2.7,-7,"271",27.4,"71","0.333","0.75","0.49",18.4,7,7,"0.342","0.757","0.494",47.3
"Cecconi, Slade",677944,"AZ","FF","4-Seam Fastball",1.4,3,"245",58.6,"71","0.265","0.5","0.329",13,11.3,13.3,"0.271","0.557","0.352",54.1
"Ruiz, José",614179,"AZ","CU","Curveball",-1.9,-5,"285",35,"71","0.328","0.552","0.394",35.4,22.5,16.5,"0.268","0.417","0.313",41.2
"Voth, Austin",608723,"BAL","FF","4-Seam Fastball",0.1,0,"291",44,"71","0.279","0.41","0.35",24.3,28.2,23,"0.248","0.395","0.328",33.3
"Paxton, James",572020,"BOS","CU","Curveball",-0.3,-1,"333",19.7,"71","0.227","0.333","0.301",36.8,32.4,20.5,"0.19","0.279","0.236",27.9
"Leiter Jr., Mark",643410,"CHC","SI","Sinker",0.8,2,"292",27.7,"71","0.283","0.517","0.387",16.3,5.6,16.7,"0.301","0.502","0.385",37.9
"Taillon, Jameson",592791,"CHC","SI","Sinker",0.4,1,"242",9.6,"71","0.299","0.358","0.316",12.5,14.1,25.6,"0.298","0.352","0.3",34.5
"Shreve, Chasen",592741,"CIN","FF","4-Seam Fastball",-3.4,-9,"269",36.3,"71","0.386","0.684","0.471",21.7,19.7,21.5,"0.275","0.548","0.394",46.8
"De Los Santos, Enyel",660853,"CLE","SL","Slider",1.9,6,"319",30.4,"71","0.125","0.25","0.223",47.6,33.8,24,"0.146","0.262","0.225",25
"Soriano, José",667755,"LAA","CU","Curveball",1.5,4,"276",41.2,"71","0.177","0.226","0.244",47.1,45.1,35.6,"0.165","0.225","0.234",36.7
"King, Michael",650633,"NYY","CH","Changeup",3.4,8,"244",14.5,"71","0.104","0.134","0.151",41,31,22.7,"0.197","0.232","0.216",17.8
"Pruitt, Austin",643493,"OAK","SL","Slider",0.4,1,"285",37.6,"71","0.238","0.365","0.289",24.5,12.7,10.3,"0.246","0.382","0.298",23.2
"Martínez, Adrián",661309,"OAK","CH","Changeup",-0.7,-1,"221",23.4,"71","0.323","0.435","0.358",29.9,22.5,21.9,"0.305","0.448","0.364",45.8
"Wilson, Steven",621051,"SD","FF","4-Seam Fastball",0.2,1,"341",36.4,"71","0.179","0.214","0.285",25.2,23.9,15.6,"0.186","0.285","0.306",35.9
"Martinez, Nick",607259,"SD","CU","Curveball",0.8,3,"335",19.1,"71","0.164","0.295","0.266",34.7,25.4,19.6,"0.22","0.347","0.306",25.6
"Doval, Camilo",666808,"SF","SI","Sinker",0.5,2,"338",29.7,"71","0.292","0.354","0.341",12.9,4.2,6.5,"0.321","0.423","0.346",54
"Manaea, Sean",640455,"SF","SL","Slider",-3.3,-9,"286",13.9,"71","0.317","0.635","0.459",24.4,23.9,16.2,"0.282","0.478","0.365",37
"Bassitt, Chris",605135,"TOR","FF","4-Seam Fastball",-2.6,-8,"293",9.3,"71","0.328","0.609","0.427",20.4,29.6,15.7,"0.279","0.558","0.385",34.9
"Jackson, Jay",543351,"TOR","SL","Slider",3.2,8,"265",60,"71","0.116","0.261","0.173",35.4,23.9,20.7,"0.227","0.421","0.283",26.9
"Battenfield, Peyton",685410,"CLE","FF","4-Seam Fastball",-1.9,-5,"245",44.5,"70","0.323","0.645","0.447",12.9,7.1,8.3,"0.353","0.69","0.468",59.6
"Pepiot, Ryan",686752,"LAD","FF","4-Seam Fastball",1.6,5,"331",50.6,"70","0.156","0.344","0.264",22.4,22.9,18.6,"0.207","0.374","0.283",35.4
"Sánchez, Cristopher",650911,"PHI","SL","Slider",0,0,"308",21.1,"70","0.25","0.456","0.324",29.7,24.3,23.6,"0.25","0.444","0.304",33.3
"Chirinos, Yonny",630023,"ATL","SL","Slider",-1.8,-6,"346",25.8,"70","0.361","0.705","0.461",15.3,7.1,6.4,"0.354","0.692","0.458",48.3
"Thielbar, Caleb",573204,"MIN","FF","4-Seam Fastball",1.9,5,"251",52.2,"70","0.197","0.424","0.279",21.3,28.6,28.6,"0.209","0.41","0.279",36.2
"Mantiply, Joe",573009,"AZ","SI","Sinker",-0.5,-1,"231",40.5,"70","0.308","0.615","0.41",12.6,7.1,16.7,"0.313","0.558","0.391",40
"Swanson, Erik",657024,"TOR","FF","4-Seam Fastball",-1.1,-4,"367",34.7,"70","0.267","0.483","0.368",25.8,21.4,13.8,"0.218","0.369","0.308",37
"Clevinger, Mike",605182,"CWS","CH","Changeup",1.7,5,"269",12.8,"69","0.175","0.206","0.214",29.3,18.8,15.9,"0.184","0.224","0.223",12
"Irvin, Cole",608344,"BAL","FC","Cutter",2.2,4,"203",15.9,"69","0.18","0.279","0.262",26,17.4,22.6,"0.241","0.357","0.298",27.5
"Rom, Drew",680723,"STL","FF","4-Seam Fastball",-1.8,-5,"297",44.3,"69","0.333","0.633","0.472",21.2,29,20.2,"0.31","0.613","0.427",57.5
"Ramirez, Nick",598286,"NYY","SI","Sinker",1.6,4,"267",40.6,"69","0.25","0.359","0.29",15.3,14.5,15.6,"0.274","0.408","0.317",41.8
"Stephan, Trevor",663986,"CLE","SL","Slider",-0.5,-1,"272",24.1,"69","0.317","0.467","0.375",27,14.5,18.9,"0.305","0.47","0.383",39.2
"Ferrer, Jose A.",678606,"WSH","SI","Sinker",0.9,2,"252",45.1,"69","0.29","0.403","0.343",8.3,7.2,10.2,"0.27","0.361","0.315",43.9
"Bradley, Taj",671737,"TB","CU","Curveball",0.1,0,"304",16.7,"69","0.169","0.338","0.254",22.4,43.5,21.4,"0.199","0.356","0.26",45.7
"Armstrong, Shawn",542888,"TB","SI","Sinker",1.9,5,"273",34.3,"69","0.213","0.262","0.282",21,14.5,17.5,"0.276","0.383","0.321",34.6
"Bernardino, Brennan",657514,"BOS","CU","Curveball",-0.4,-2,"369",42.7,"69","0.238","0.349","0.292",35.1,33.3,20,"0.188","0.28","0.244",17.5
"Borucki, Ryan",621366,"PIT","SL","Slider",1.5,4,"289",54.7,"69","0.194","0.306","0.297",31.5,18.8,24.5,"0.245","0.335","0.289",32
"Lynch IV, Daniel",663738,"KC","CH","Changeup",4.1,9,"226",28,"69","0.125","0.156","0.171",34.7,18.8,20.3,"0.21","0.311","0.25",19.2
"Duran, Jhoan",661395,"MIN","CU","Curveball",0.4,1,"282",27.7,"69","0.159","0.286","0.223",45.9,53.6,29.8,"0.125","0.208","0.184",25.9
"Holderman, Colin",670059,"PIT","ST","Sweeper",0.9,3,"275",29.6,"69","0.185","0.277","0.228",37.5,49.3,23.9,"0.133","0.207","0.177",32.3
"Ruiz, José",614179,"AZ","FF","4-Seam Fastball",-1.1,-3,"258",31.7,"69","0.236","0.491","0.399",33.9,23.2,20.3,"0.219","0.459","0.367",43.6
"Palencia, Daniel",694037,"CHC","FF","4-Seam Fastball",0.7,2,"317",64.2,"69","0.218","0.4","0.337",19.4,15.9,16.2,"0.245","0.421","0.363",53.3
"Musgrove, Joe",605397,"SD","FC","Cutter",2.2,7,"316",20.4,"69","0.302","0.429","0.341",13,5.8,16,"0.297","0.465","0.348",31.7
"Hentges, Sam",656529,"CLE","FF","4-Seam Fastball",1.2,3,"266",31.2,"69","0.262","0.344","0.328",23.7,20.3,24.6,"0.284","0.431","0.35",63.8
"Teheran, Julio",527054,"MIL","FC","Cutter",1,3,"310",28.7,"69","0.219","0.359","0.293",22,20.3,20.3,"0.277","0.468","0.343",36
"Phillips, Evan",623465,"LAD","FC","Cutter",1,2,"219",23.9,"68","0.27","0.429","0.327",13.3,5.9,7.7,"0.323","0.507","0.365",36.1
"Ryan, Joe",657746,"MIN","ST","Sweeper",-1.6,-5,"330",12.3,"68","0.262","0.475","0.343",32.1,35.3,18.8,"0.238","0.449","0.327",28.9
"Sandoval, Patrick",663776,"LAA","SI","Sinker",1,3,"298",11.4,"68","0.255","0.309","0.338",13.1,7.4,10.9,"0.262","0.336","0.332",37.3
"La Sorsa, Joe",686747,"WSH","SI","Sinker",-0.9,-2,"266",49.3,"68","0.379","0.517","0.443",13,10.3,11.9,"0.375","0.499","0.427",43.1
"Nelson, Ryne",669194,"AZ","CH","Changeup",0,0,"313",13.3,"68","0.203","0.407","0.296",31.2,19.1,16.3,"0.214","0.349","0.278",34.7
"Rosenberg, Kenny",670046,"LAA","CH","Changeup",-0.3,-1,"204",37.6,"68","0.258","0.435","0.345",30,23.5,22.9,"0.219","0.392","0.297",30.4
"Suárez, Andrew",605498,"STL","FF","4-Seam Fastball",-1.4,-3,"241",46.3,"68","0.317","0.567","0.413",10.7,8.8,8.5,"0.288","0.474","0.367",46.3
"Marte, Yunior",628708,"PHI","SL","Slider",-0.2,-1,"308",44,"68","0.234","0.5","0.343",36.7,30.9,24.4,"0.233","0.455","0.313",41.9
"Graveman, Kendall",608665,"HOU","SL","Slider",-0.6,-2,"298",26.8,"68","0.241","0.431","0.35",37.3,38.2,25.2,"0.179","0.368","0.299",33.3
"Houser, Adrian",605288,"MIL","SL","Slider",-1,-3,"309",16.6,"68","0.258","0.484","0.362",28.4,19.1,16.3,"0.245","0.385","0.306",38.8
"Ward, Thaddeus",663658,"WSH","SI","Sinker",0,0,"256",37.6,"67","0.25","0.313","0.389",14.6,11.9,19,"0.235","0.357","0.379",42.5
"Brigham, Jeff",656257,"NYM","FF","4-Seam Fastball",-1.6,-4,"266",39.1,"67","0.228","0.491","0.364",24.2,28.4,19.4,"0.251","0.546","0.379",53.8
"Strahm, Matt",621381,"PHI","SI","Sinker",0.8,2,"257",18.8,"67","0.339","0.452","0.361",15.1,16.4,21.6,"0.321","0.423","0.347",38.5
"Quintana, Jose",500779,"NYM","FF","4-Seam Fastball",-2.8,-9,"301",24.5,"67","0.397","0.603","0.444",22.9,17.9,12.6,"0.362","0.59","0.418",30.8
"Bradford, Cody",674003,"TEX","CH","Changeup",0.9,2,"270",27.7,"67","0.2","0.283","0.24",33.9,20.9,14.1,"0.208","0.303","0.259",20.8
"Mlodzinski, Carmen",669387,"PIT","FF","4-Seam Fastball",1.3,4,"308",49.9,"67","0.193","0.316","0.29",20.4,25.4,17.5,"0.218","0.367","0.314",47.5
"Woodruff, Brandon",605540,"MIL","SI","Sinker",3,7,"227",21.8,"67","0.193","0.281","0.276",12.6,9,13,"0.252","0.364","0.316",45.3
"Avila, Pedro",658648,"SD","CH","Changeup",2.5,6,"229",25.6,"67","0.148","0.246","0.205",43.4,38.8,25.7,"0.176","0.266","0.224",38.9
"Lyles, Jordan",543475,"KC","CU","Curveball",-1.4,-5,"370",13.1,"67","0.238","0.476","0.313",21.9,29.9,14.1,"0.255","0.456","0.319",52.3
"Pérez, Cionel",672335,"BAL","FF","4-Seam Fastball",-1,-2,"232",26.5,"66","0.321","0.415","0.397",15,18.2,17.4,"0.265","0.334","0.329",45.5
"Moreta, Dauri",664294,"PIT","FF","4-Seam Fastball",-0.1,0,"254",26.4,"66","0.222","0.426","0.351",17.5,18.2,19.4,"0.235","0.536","0.389",50
"Barlow, Scott",605130,"SD","FF","4-Seam Fastball",-1.1,-3,"256",21.4,"66","0.352","0.481","0.42",20.6,16.7,17.5,"0.332","0.559","0.431",50
"Skubal, Tarik",669373,"DET","SL","Slider",-1.6,-4,"252",20.7,"66","0.224","0.448","0.336",24,22.7,19,"0.206","0.321","0.278",40.9
"deGrom, Jacob",594798,"TEX","FF","4-Seam Fastball",1.8,4,"235",52.1,"66","0.177","0.339","0.26",35,36.4,33.8,"0.163","0.313","0.229",39.5
"Pérez, Cionel",672335,"BAL","SV","Slurve",1.9,5,"262",29.9,"66","0.164","0.213","0.205",24.2,25.8,20,"0.19","0.302","0.247",31.8
"Quintana, Jose",500779,"NYM","CH","Changeup",-0.8,-2,"223",18.1,"66","0.276","0.379","0.352",29.6,18.2,17.1,"0.259","0.385","0.316",23.4
"Martin, Chris",455119,"BOS","FC","Cutter",3.2,8,"249",34.5,"66","0.234","0.266","0.226",20.9,9.1,11.3,"0.337","0.415","0.339",30.5
"Machado, Andrés",600921,"WSH","CH","Changeup",2.5,5,"213",27.5,"65","0.196","0.232","0.227",25,21.5,20.3,"0.269","0.4","0.314",37
"Whitlock, Garrett",676477,"BOS","ST","Sweeper",0.6,2,"273",22.8,"65","0.167","0.333","0.255",48,40,25,"0.201","0.297","0.244",40
"Smith-Shawver, AJ",700363,"ATL","FF","4-Seam Fastball",0.6,1,"245",54,"65","0.196","0.482","0.367",12,10.8,11.1,"0.216","0.436","0.331",36.7
"Pepiot, Ryan",686752,"LAD","CH","Changeup",0.5,1,"227",34.7,"65","0.203","0.391","0.258",32.6,24.6,15.5,"0.232","0.361","0.26",22.9
"Shuster, Jared",694363,"ATL","SL","Slider",1.6,5,"284",32.9,"65","0.197","0.311","0.238",28.6,15.4,13.9,"0.234","0.415","0.297",38.5
"Machado, Andrés",600921,"WSH","SI","Sinker",-0.9,-2,"223",28.8,"65","0.349","0.635","0.416",19.4,12.3,25.8,"0.325","0.598","0.388",37.5
"Battenfield, Peyton",685410,"CLE","FC","Cutter",1.9,4,"226",41,"65","0.164","0.279","0.21",31.8,29.2,21.3,"0.217","0.412","0.292",44.2
"Lamet, Dinelson",659275,"BOS","SL","Slider",-2.6,-7,"277",45.9,"65","0.305","0.593","0.412",36.8,40,25,"0.188","0.351","0.269",47.1
"Cuas, Jose",621016,"CHC","SL","Slider",-0.1,0,"231",19.6,"65","0.217","0.4","0.285",42.7,36.9,29.6,"0.198","0.463","0.296",40.5
"Lodolo, Nick",666157,"CIN","CU","Curveball",-2.2,-5,"231",35.8,"65","0.286","0.536","0.392",45,41.5,28.1,"0.158","0.372","0.279",23.3
"Cole, Gerrit",543037,"NYY","FC","Cutter",1.6,4,"231",7,"65","0.262","0.377","0.308",31.1,23.1,24.6,"0.265","0.369","0.299",28.3
"Headrick, Brent",687396,"MIN","FF","4-Seam Fastball",-1.3,-4,"278",56.3,"65","0.294","0.686","0.459",19.7,21.5,17.9,"0.304","0.672","0.462",50
"Bleier, Richard",542947,"BOS","SI","Sinker",0.1,0,"191",41.9,"65","0.305","0.458","0.367",15.5,9.2,15,"0.306","0.504","0.367",50.9
"Kluber, Corey",446372,"BOS","SI","Sinker",-4.3,-11,"263",26.6,"65","0.393","0.804","0.543",10.1,9.2,9.5,"0.328","0.65","0.45",54
"Manning, Matt",666159,"DET","CU","Curveball",-1.3,-3,"204",17.3,"65","0.258","0.419","0.339",9.4,1.5,2.1,"0.342","0.624","0.412",38.7
"Kelly, Merrill",518876,"AZ","CU","Curveball",-0.6,-2,"308",11,"65","0.268","0.411","0.349",25.6,26.2,15.5,"0.274","0.424","0.354",51.3
"Almonte, Yency",622075,"LAD","SI","Sinker",-0.4,-1,"213",26.6,"65","0.294","0.392","0.406",11.8,4.6,15.8,"0.31","0.4","0.393",27.1
"Murphy, Chris",669684,"BOS","SL","Slider",-0.8,-2,"276",31.7,"64","0.298","0.544","0.406",24,12.5,13.1,"0.257","0.385","0.303",35.3
"Musgrove, Joe",605397,"SD","SL","Slider",-1.8,-4,"223",14.4,"64","0.274","0.548","0.358",33.6,31.3,21.5,"0.187","0.343","0.238",38.1
"Quantrill, Cal",615698,"CLE","FS","Split-Finger",-1.1,-2,"210",12.3,"64","0.241","0.362","0.306",22.5,15.6,8.7,"0.262","0.365","0.31",39.6
"Nelson, Ryne",669194,"AZ","SL","Slider",0.3,1,"259",11,"64","0.18","0.344","0.232",27.4,17.2,10.9,"0.186","0.275","0.226",31.4
"De los Santos, Yerry",660787,"PIT","SI","Sinker",2.3,6,"244",61.5,"64","0.167","0.241","0.278",12.3,17.2,18.3,"0.195","0.336","0.287",31.1
"Winckowski, Josh",670174,"BOS","SL","Slider",0.6,2,"278",20.1,"64","0.169","0.271","0.243",32.4,28.1,17,"0.228","0.334","0.277",31.7
"Schreiber, John",670167,"BOS","ST","Sweeper",-0.1,0,"308",37.5,"64","0.185","0.333","0.284",25,23.4,15,"0.203","0.337","0.301",27.5
"García, Luis",472610,"SD","ST","Sweeper",-0.2,-1,"344",34.1,"64","0.13","0.315","0.268",44.4,46.9,20.4,"0.116","0.181","0.208",24
"Payamps, Joel",606303,"MIL","FF","4-Seam Fastball",2.5,6,"224",20,"64","0.119","0.237","0.193",38.4,43.8,29.8,"0.125","0.23","0.192",45.2
"Erceg, Lucas",668674,"OAK","FF","4-Seam Fastball",0.5,2,"287",27.3,"64","0.196","0.339","0.287",19.5,34.4,17.7,"0.213","0.36","0.3",35.3
"Urquidy, José",664353,"HOU","CH","Changeup",2.4,6,"237",21.6,"64","0.172","0.259","0.223",35.2,29.7,19.4,"0.176","0.22","0.222",22.5
"Keuchel, Dallas",572971,"MIN","SI","Sinker",0.3,1,"228",34.7,"64","0.245","0.367","0.366",8.4,9.4,12.2,"0.312","0.422","0.406",39.5
"Schreiber, John",670167,"BOS","FF","4-Seam Fastball",-0.8,-2,"235",28.6,"64","0.264","0.377","0.354",25.2,32.8,23.6,"0.211","0.325","0.301",42.4
"Bido, Osvaldo",674370,"PIT","FF","4-Seam Fastball",-1.9,-5,"261",27.8,"64","0.365","0.481","0.422",26.1,26.6,17.5,"0.283","0.411","0.368",44.4
"Middleton, Keynan",641871,"NYY","SL","Slider",-1.8,-5,"264",30.8,"64","0.291","0.418","0.377",35.3,23.4,18.3,"0.231","0.375","0.321",30
"Montgomery, Jordan",656756,"TEX","FF","4-Seam Fastball",0.3,1,"318",10.9,"64","0.311","0.459","0.35",21.3,20.3,16.7,"0.291","0.417","0.321",37.5
"Stratton, Chris",608717,"TEX","CU","Curveball",-1.8,-5,"253",18.6,"64","0.323","0.452","0.363",13.5,17.2,14.7,"0.284","0.386","0.305",28.8
"Graveman, Kendall",608665,"HOU","FF","4-Seam Fastball",1.8,4,"250",22.5,"64","0.094","0.132","0.208",45,40.6,24.1,"0.144","0.229","0.245",39.3
"Turnbull, Spencer",605513,"DET","FF","4-Seam Fastball",-1,-2,"226",40.7,"63","0.268","0.518","0.402",22.6,20.6,22,"0.295","0.572","0.401",32.6
"Irvin, Cole",608344,"BAL","SI","Sinker",1.9,5,"291",22.9,"63","0.286","0.357","0.337",18.7,23.8,22.1,"0.287","0.49","0.362",33.3
"Bradley, Taj",671737,"TB","FS","Split-Finger",0.8,2,"248",13.6,"63","0.19","0.333","0.237",41,41.3,34.7,"0.167","0.276","0.188",37.8
"Martinez, Nick",607259,"SD","FF","4-Seam Fastball",0,0,"237",13.5,"63","0.231","0.404","0.34",22.2,28.6,19.1,"0.221","0.384","0.326",42.9
"Vest, Will",676684,"DET","SL","Slider",0.5,1,"260",33.3,"63","0.213","0.246","0.248",28.2,23.8,21.1,"0.227","0.299","0.242",37
"Silseth, Chase",681217,"LAA","FF","4-Seam Fastball",-1,-3,"316",35.6,"63","0.25","0.542","0.433",24.2,27,22.4,"0.256","0.509","0.41",58.1
"Alexander, Tyler",641302,"DET","FC","Cutter",-0.7,-2,"241",35.5,"63","0.31","0.569","0.388",18,20.6,22.8,"0.262","0.573","0.365",39.1
"Phillips, Connor",683175,"CIN","FF","4-Seam Fastball",-1.8,-4,"241",63.3,"63","0.25","0.558","0.415",13.1,17.5,20,"0.28","0.563","0.414",51.2
"Chavez, Jesse",445926,"ATL","FC","Cutter",0.7,2,"295",50.9,"63","0.236","0.327","0.306",31.7,31.7,24.4,"0.23","0.318","0.285",30.6
"Ramirez, Nick",598286,"NYY","CH","Changeup",2.1,4,"184",28,"63","0.23","0.279","0.242",30.2,19,16.2,"0.239","0.309","0.244",14
